1,9,698.27,462.29,46.05,131.51,1,-1,-1,-1
1,8,655.72,470.11,62.11,147.28,1,-1,-1,-1
1,7,1849.09,426.98,64.15,248.74,1,-1,-1,-1
1,6,1686.16,432.89,75.11,153.88,1,-1,-1,-1
1,5,1261.67,424.87,46.40,104.84,1,-1,-1,-1
1,4,574.81,433.99,110.00,278.61,1,-1,-1,-1
1,3,442.75,460.53,110.71,262.93,1,-1,-1,-1
1,2,1459.30,441.64,119.05,340.05,1,-1,-1,-1
1,1,1312.61,434.46,203.63,350.96,1,-1,-1,-1
2,10,1294.00,419.42,55.47,117.23,1,-1,-1,-1
2,9,700.24,463.27,47.67,132.20,1,-1,-1,-1
2,8,627.56,456.62,75.90,191.68,1,-1,-1,-1
2,7,1851.26,443.08,59.96,229.38,1,-1,-1,-1
2,6,1685.57,429.27,77.10,156.08,1,-1,-1,-1
2,5,1268.95,429.20,49.02,109.30,1,-1,-1,-1
2,4,574.82,461.24,93.38,253.97,1,-1,-1,-1
2,3,443.89,453.95,114.32,267.44,1,-1,-1,-1
2,2,1472.50,445.03,111.78,311.41,1,-1,-1,-1
2,1,1324.59,447.79,188.18,337.69,1,-1,-1,-1
3,12,1072.86,460.92,40.65,112.48,1,-1,-1,-1
3,11,677.63,461.18,53.22,145.79,1,-1,-1,-1
3,9,707.58,472.26,40.17,118.30,1,-1,-1,-1
3,8,630.24,454.53,77.57,194.61,1,-1,-1,-1
3,7,1851.31,435.61,62.04,238.95,1,-1,-1,-1
3,6,1680.13,425.27,83.28,161.93,1,-1,-1,-1
3,5,1262.68,421.65,50.13,107.47,1,-1,-1,-1
3,4,575.18,470.02,88.26,247.98,1,-1,-1,-1
3,3,444.13,459.55,111.98,262.99,1,-1,-1,-1
3,2,1479.20,437.09,117.08,326.45,1,-1,-1,-1
3,1,1332.67,438.98,205.58,348.53,1,-1,-1,-1
4,9,701.63,467.98,41.53,121.29,1,-1,-1,-1
4,8,633.91,449.25,78.28,196.60,1,-1,-1,-1
4,7,1851.27,433.06,62.73,245.20,1,-1,-1,-1
4,6,1676.36,421.64,88.77,173.53,1,-1,-1,-1
4,5,1255.30,432.62,43.20,86.13,1,-1,-1,-1
4,4,575.99,471.36,85.31,245.57,1,-1,-1,-1
4,3,413.43,439.78,139.60,292.47,1,-1,-1,-1
4,2,1480.52,441.89,116.49,334.61,1,-1,-1,-1
4,1,1330.58,435.10,203.16,362.40,1,-1,-1,-1
5,9,705.77,472.01,38.74,111.96,1,-1,-1,-1
5,8,638.83,450.85,77.55,190.61,1,-1,-1,-1
5,7,1851.39,423.87,62.40,238.69,1,-1,-1,-1
5,6,1671.89,420.70,88.16,175.56,1,-1,-1,-1
5,4,581.71,452.08,90.54,258.09,1,-1,-1,-1
5,3,403.28,435.74,151.12,296.58,1,-1,-1,-1
5,2,1492.56,438.86,112.90,324.56,1,-1,-1,-1
5,1,1350.32,433.86,191.34,350.89,1,-1,-1,-1
6,10,1259.19,426.30,48.19,105.03,1,-1,-1,-1
6,9,704.13,468.23,43.36,124.46,1,-1,-1,-1
6,8,641.90,454.04,71.69,183.24,1,-1,-1,-1
6,7,1851.15,423.36,62.59,235.00,1,-1,-1,-1
6,6,1668.19,419.67,99.56,184.93,1,-1,-1,-1
6,4,583.20,446.02,91.38,263.33,1,-1,-1,-1
6,3,421.36,438.27,152.01,288.14,1,-1,-1,-1
6,2,1502.09,436.17,113.72,327.01,1,-1,-1,-1
6,1,1361.69,430.27,190.80,365.95,1,-1,-1,-1
7,10,1261.84,431.24,42.17,94.16,1,-1,-1,-1
7,9,703.87,470.00,43.85,125.27,1,-1,-1,-1
7,8,638.78,456.28,72.81,189.48,1,-1,-1,-1
7,7,1848.39,430.73,63.17,237.09,1,-1,-1,-1
7,6,1668.50,420.64,94.96,178.38,1,-1,-1,-1
7,4,582.59,445.29,90.89,264.49,1,-1,-1,-1
7,3,426.87,439.86,154.38,284.90,1,-1,-1,-1
7,2,1499.04,436.89,109.72,319.74,1,-1,-1,-1
7,1,1367.34,433.15,182.87,357.04,1,-1,-1,-1
8,10,1264.72,433.83,37.50,85.37,1,-1,-1,-1
8,9,690.55,473.04,44.42,129.58,1,-1,-1,-1
8,8,636.12,452.51,74.30,197.41,1,-1,-1,-1
8,7,1847.44,434.13,64.06,239.98,1,-1,-1,-1
8,6,1678.05,423.69,96.46,181.47,1,-1,-1,-1
8,4,581.90,446.08,90.79,266.41,1,-1,-1,-1
8,3,429.46,442.27,157.28,279.60,1,-1,-1,-1
8,2,1500.00,430.91,108.11,334.62,1,-1,-1,-1
8,1,1383.17,432.31,165.02,344.58,1,-1,-1,-1
9,10,1271.08,432.73,38.03,88.64,1,-1,-1,-1
9,9,686.72,475.51,44.25,127.65,1,-1,-1,-1
9,8,643.21,458.56,70.06,189.21,1,-1,-1,-1
9,7,1846.59,433.31,63.41,241.87,1,-1,-1,-1
9,6,1676.56,419.99,94.19,184.35,1,-1,-1,-1
9,4,581.70,440.44,90.39,265.15,1,-1,-1,-1
9,3,418.08,446.45,154.23,261.45,1,-1,-1,-1
9,2,1501.31,418.60,109.96,352.74,1,-1,-1,-1
9,1,1398.73,435.29,163.19,351.50,1,-1,-1,-1
10,10,1273.48,432.55,37.99,90.87,1,-1,-1,-1
10,9,685.83,474.09,45.17,131.35,1,-1,-1,-1
10,8,644.55,462.08,65.10,183.28,1,-1,-1,-1
10,7,1846.22,410.92,64.15,246.91,1,-1,-1,-1
10,6,1677.05,421.87,91.75,186.80,1,-1,-1,-1
10,4,581.53,440.82,89.26,262.25,1,-1,-1,-1
10,3,411.53,452.07,155.16,256.03,1,-1,-1,-1
10,2,1516.80,417.61,104.12,351.31,1,-1,-1,-1
10,1,1398.46,437.17,172.11,351.29,1,-1,-1,-1
11,10,1273.87,433.73,37.86,92.87,1,-1,-1,-1
11,8,652.71,465.34,62.82,179.38,1,-1,-1,-1
11,7,1846.99,425.81,64.48,244.45,1,-1,-1,-1
11,6,1669.29,416.12,92.81,190.05,1,-1,-1,-1
11,4,581.51,446.98,87.88,263.52,1,-1,-1,-1
11,3,422.14,462.23,145.97,259.85,1,-1,-1,-1
