1,810,0.00,265.37,109.77,381.33,1,-1,-1,-1
1,809,1252.28,509.20,59.49,133.61,1,-1,-1,-1
1,808,1869.09,376.41,49.91,222.56,1,-1,-1,-1
1,807,19.57,469.71,87.46,343.43,1,-1,-1,-1
1,806,257.00,420.69,101.50,296.43,1,-1,-1,-1
1,805,108.48,461.53,97.76,297.45,1,-1,-1,-1
1,804,1233.55,467.51,133.65,218.98,1,-1,-1,-1
1,803,1691.97,381.05,152.23,352.62,1,-1,-1,-1
2,810,2.30,289.91,98.21,357.46,1,-1,-1,-1
2,808,1875.44,376.36,43.85,201.27,1,-1,-1,-1
2,807,11.99,481.75,104.02,385.41,1,-1,-1,-1
2,806,252.59,465.98,101.96,251.80,1,-1,-1,-1
2,805,88.21,446.35,105.42,326.35,1,-1,-1,-1
2,804,1265.80,464.46,85.93,184.44,1,-1,-1,-1
2,803,1695.06,374.87,180.23,378.32,1,-1,-1,-1
3,811,1275.12,449.54,77.48,212.88,1,-1,-1,-1
3,809,1248.68,487.23,56.65,162.73,1,-1,-1,-1
3,808,1875.18,376.38,43.39,197.06,1,-1,-1,-1
3,807,-7.56,337.99,127.29,553.51,1,-1,-1,-1
3,806,259.23,449.58,103.64,263.67,1,-1,-1,-1
3,805,91.32,469.91,103.68,303.88,1,-1,-1,-1
3,803,1704.00,371.77,179.78,363.72,1,-1,-1,-1
4,808,1873.05,374.18,45.00,200.53,1,-1,-1,-1
4,807,-9.25,295.41,126.77,598.18,1,-1,-1,-1
4,806,255.89,434.29,109.65,285.19,1,-1,-1,-1
4,805,93.56,470.73,105.70,301.32,1,-1,-1,-1
4,803,1698.05,381.38,166.54,337.01,1,-1,-1,-1
5,808,1870.62,364.84,47.16,205.23,1,-1,-1,-1
5,807,-8.11,257.61,129.29,646.33,1,-1,-1,-1
5,806,263.35,431.27,113.19,289.73,1,-1,-1,-1
5,805,95.69,474.01,99.31,285.70,1,-1,-1,-1
5,803,1694.86,388.87,161.34,336.08,1,-1,-1,-1
6,811,1276.23,435.98,90.34,247.57,1,-1,-1,-1
6,808,1867.96,353.31,49.82,213.94,1,-1,-1,-1
6,807,-6.15,240.84,132.50,683.09,1,-1,-1,-1
6,806,252.43,438.53,103.61,271.93,1,-1,-1,-1
6,805,97.29,479.11,102.56,290.52,1,-1,-1,-1
6,803,1701.11,397.31,156.81,331.27,1,-1,-1,-1
7,811,1274.22,433.47,90.39,244.61,1,-1,-1,-1
7,808,1865.68,347.92,52.48,227.26,1,-1,-1,-1
7,807,-1.52,211.66,142.32,713.98,1,-1,-1,-1
7,806,259.87,444.93,100.77,264.08,1,-1,-1,-1
7,805,91.68,478.98,100.69,295.98,1,-1,-1,-1
7,803,1695.09,393.33,166.04,336.45,1,-1,-1,-1
8,811,1275.63,436.94,88.46,240.09,1,-1,-1,-1
8,808,1863.82,342.24,54.59,237.88,1,-1,-1,-1
8,807,-2.12,197.42,146.69,741.22,1,-1,-1,-1
8,806,264.51,445.52,97.02,258.26,1,-1,-1,-1
8,805,96.04,469.60,102.46,302.24,1,-1,-1,-1
8,803,1688.71,393.75,168.06,341.03,1,-1,-1,-1
9,811,1281.04,433.30,93.13,232.34,1,-1,-1,-1
9,808,1861.61,340.27,56.69,244.63,1,-1,-1,-1
9,807,0.56,185.99,154.72,748.08,1,-1,-1,-1
9,806,268.99,443.47,96.92,266.29,1,-1,-1,-1
9,805,97.10,461.78,102.48,304.88,1,-1,-1,-1
9,803,1677.10,402.42,153.72,335.34,1,-1,-1,-1
10,811,1279.87,440.28,91.27,231.57,1,-1,-1,-1
10,808,1871.29,353.54,50.66,237.92,1,-1,-1,-1
10,807,-0.01,185.45,160.53,771.37,1,-1,-1,-1
10,806,271.01,446.95,93.97,269.12,1,-1,-1,-1
10,805,93.79,442.82,107.71,333.35,1,-1,-1,-1
10,803,1686.16,398.34,155.39,340.48,1,-1,-1,-1
11,811,1283.80,436.97,91.34,237.03,1,-1,-1,-1
11,808,1876.75,368.58,45.75,220.35,1,-1,-1,-1
11,807,-0.95,171.13,163.73,779.03,1,-1,-1,-1
11,806,268.18,455.31,88.72,260.83,1,-1,-1,-1
